0.0,496094.32168955647,406829.73827941925,606621.1044077027,490323.3107265989,453841.91709816124,654676.2923957444,473605.2373444034,458412.5802020819,644351.5297045795,539257.7531947049,497204.1053151769
0.0,0.0,0.0,419202.1334669773,597140.1626701996,528774.8618229064,534987.3217752931,640481.9057043674,525913.2501985658,444693.2301701433,645185.6767548728,543346.4178308367
0.0,0.0,0.0,419202.1334669773,0.0,563223.6093600745,458206.84406460344,467096.90437014826,601722.3642921216,435291.697205538,378199.6494883893,598031.1930257786
0.0,0.0,0.0,0.0,597140.1626701996,563223.6093600745,0.0,549572.9428239826,616075.9901401753,442875.37950557674,626822.8797800833,562746.6045406765
0.0,0.0,0.0,0.0,0.0,528774.8618229064,458206.84406460344,549572.9428239826,0.0,513279.3397999879,598874.8568301189,507640.18823829555
0.0,0.0,0.0,0.0,0.0,0.0,534987.3217752931,467096.90437014826,616075.9901401753,513279.3397999879,0.0,658217.3993704198
0.0,0.0,0.0,0.0,0.0,0.0,0.0,640481.9057043674,601722.3642921216,442875.37950557674,598874.8568301189,658217.3993704198
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525913.2501985658,435291.697205538,626822.8797800833,507640.18823829555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444693.2301701433,378199.6494883893,562746.6045406765
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645185.6767548728,598031.1930257786
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543346.4178308367
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
